Dispatch_id,Ticket_type,Order_type,Priority,Required_skill,Status,Street,City,County,State,Postal_code,Customer_latitude,Customer_longitude,Appointment_start_datetime,Appointment_end_datetime,Duration_min,Assigned_technician_id,Optimized_technician_id,Resolution_type,Optimization_status,Optimization_timestamp,Optimization_confidence
200001048,Trouble,,Low,Network support,In Progress,4313 Washington St,Philadelphia,PHILADELPHIA,PA,21642,39.642768,-75.021669,2025-12-23 15:15:00,2025-12-23 15:45:00,30,T900076,,,pending,,
200001049,Trouble,,Critical,Line repair,Pending,8730 Washington St,Chicago,CHICAGO,IL,80139,41.994477,-87.655312,2026-01-21 10:00:00,2026-01-21 12:00:00,120,T900039,,,pending,,
200001050,Trouble,,Low,Network support,In Progress,4112 Oak St,Chicago,CHICAGO,IL,95202,42.120705,-87.663767,2025-12-15 09:45:00,2025-12-15 10:45:00,60,T900037,,,pending,,
200001051,Trouble,,Low,Network support,In Progress,6368 Elm St,Los Angeles,LOS ANGELES,CA,88122,34.273954,-117.992909,2025-12-12 14:00:00,2025-12-12 15:30:00,90,T900023,,,pending,,
200001052,Order,upgrade,Normal,Equipment upgrade,In Progress,6037 Washington St,San Diego,SAN DIEGO,CA,59454,32.457571,-116.857693,2025-12-07 08:30:00,2025-12-07 09:30:00,60,T900107,,,pending,,
200001053,Trouble,,Low,Network support,In Progress,8134 Washington St,Phoenix,PHOENIX,AZ,92853,33.246919,-112.272672,2025-11-21 14:15:00,2025-11-21 16:15:00,120,T900074,,,pending,,
200001054,Order,install,Normal,Copper ONT installation,Pending,6412 Elm St,Houston,HOUSTON,TX,18880,29.825049,-95.246986,2026-01-30 14:00:00,2026-01-30 15:30:00,90,T900048,,,pending,,
200001055,Order,upgrade,Normal,Equipment upgrade,In Progress,9644 Washington St,New York,NEW YORK,NY,44377,40.407499,-73.90254,2025-12-28 14:30:00,2025-12-28 15:00:00,30,T900010,,,pending,,
200001056,Order,install,Normal,Copper ONT installation,In Progress,443 Oak St,San Antonio,SAN ANTONIO,TX,46856,29.609039,-98.244677,2025-12-20 10:45:00,2025-12-20 11:15:00,30,T900102,,,pending,,
200001057,Trouble,,Critical,Network troubleshooting,Pending,515 Washington St,Austin,AUSTIN,TX,41933,30.404274,-97.486905,2025-11-13 10:15:00,2025-11-13 10:45:00,30,T900148,,,pending,,
200001058,Trouble,,Low,Network support,In Progress,9578 Oak St,Los Angeles,LOS ANGELES,CA,97475,34.132298,-118.301222,2025-12-08 12:30:00,2025-12-08 13:30:00,60,T900023,,,pending,,
200001059,Trouble,,Low,Network support,In Progress,5222 Oak St,New York,NEW YORK,NY,18443,40.821642,-74.008936,2025-11-21 10:45:00,2025-11-21 12:15:00,90,T900004,,,pending,,
200001060,Trouble,,Critical,Line repair,Pending,3740 Washington St,Houston,HOUSTON,TX,82308,29.945248,-95.683152,2025-12-26 15:00:00,2025-12-26 16:00:00,60,T900058,,,pending,,
200001061,Trouble,,Critical,Network troubleshooting,Pending,108 Washington St,Houston,HOUSTON,TX,62873,29.55857,-95.479825,2025-12-02 16:15:00,2025-12-02 18:15:00,120,T900052,,,pending,,
200001062,Trouble,,Low,Network support,In Progress,239 Oak St,San Diego,SAN DIEGO,CA,31075,32.430714,-117.141587,2026-01-26 13:15:00,2026-01-26 14:45:00,90,T900119,,,pending,,
200001063,Trouble,,Critical,Line repair,Pending,2451 Oak St,San Antonio,SAN ANTONIO,TX,20620,29.301255,-98.767118,2026-01-18 13:00:00,2026-01-18 14:00:00,60,T900096,,,pending,,
200001064,Order,install,Normal,Copper ONT installation,In Progress,3932 Main St,Phoenix,PHOENIX,AZ,87603,33.354117,-112.39144,2025-12-31 14:00:00,2025-12-31 16:00:00,120,T900065,,,pending,,
200001065,Trouble,,Critical,Line repair,Pending,1049 Washington St,Houston,HOUSTON,TX,14896,29.457956,-95.010785,2026-01-15 13:30:00,2026-01-15 15:00:00,90,T900046,,,pending,,
200001066,Trouble,,Critical,Line repair,In Progress,102 Main St,Los Angeles,LOS ANGELES,CA,30556,34.184602,-118.486511,2025-12-31 12:30:00,2025-12-31 14:00:00,90,T900028,,,pending,,
200001067,Trouble,,Low,Network support,In Progress,3459 Washington St,New York,NEW YORK,NY,39510,41.009317,-73.983677,2025-12-24 12:15:00,2025-12-24 13:45:00,90,T900004,,,pending,,
200001068,Trouble,,Low,Network support,Pending,5057 Washington St,Los Angeles,LOS ANGELES,CA,26349,34.026377,-118.031038,2025-12-16 10:00:00,2025-12-16 10:30:00,30,T900024,,,pending,,
200001069,Trouble,,Low,Network support,Pending,6891 Oak St,San Antonio,SAN ANTONIO,TX,41403,29.208502,-98.598125,2025-11-14 10:00:00,2025-11-14 11:00:00,60,T900090,,,pending,,
200001070,Order,upgrade,Normal,Equipment upgrade,Pending,1885 Elm St,Austin,AUSTIN,TX,84474,30.575294,-97.732833,2025-12-09 11:00:00,2025-12-09 12:00:00,60,T900149,,,pending,,
200001071,Trouble,,Critical,Network troubleshooting,In Progress,7787 Washington St,San Diego,SAN DIEGO,CA,50239,32.388064,-117.481567,2025-12-24 16:15:00,2025-12-24 17:15:00,60,T900116,,,pending,,
200001072,Trouble,,Critical,Network troubleshooting,Pending,3522 Oak St,Austin,AUSTIN,TX,41871,30.424771,-97.514056,2026-01-18 09:00:00,2026-01-18 10:00:00,60,T900147,,,pending,,
200001073,Order,install,Normal,Copper ONT installation,Pending,8821 Washington St,San Diego,SAN DIEGO,CA,12928,33.048749,-116.918863,2025-12-06 13:45:00,2025-12-06 14:15:00,30,T900111,,,pending,,
200001074,Order,upgrade,Normal,Equipment upgrade,Pending,4036 Elm St,New York,NEW YORK,NY,96982,40.796246,-74.172539,2026-01-17 09:00:00,2026-01-17 10:00:00,60,T900010,,,pending,,
200001075,Order,upgrade,Normal,Equipment upgrade,In Progress,7698 Washington St,Houston,HOUSTON,TX,67992,29.810108,-95.246219,2026-01-25 15:30:00,2026-01-25 17:00:00,90,T900050,,,pending,,
200001076,Trouble,,Critical,Line repair,Pending,4225 Washington St,Chicago,CHICAGO,IL,15046,41.788789,-87.30956,2026-01-01 13:15:00,2026-01-01 14:45:00,90,T900037,,,pending,,
200001077,Trouble,,Low,Network support,In Progress,548 Washington St,Phoenix,PHOENIX,AZ,85732,33.577452,-111.721436,2025-12-27 12:45:00,2025-12-27 14:45:00,120,T900064,,,pending,,
200001078,Trouble,,Critical,Line repair,Pending,1808 Oak St,San Diego,SAN DIEGO,CA,66181,32.371719,-116.989255,2025-12-09 10:15:00,2025-12-09 12:15:00,120,T900117,,,pending,,
200001079,Trouble,,Critical,Network troubleshooting,In Progress,6905 Elm St,Phoenix,PHOENIX,AZ,64334,33.286468,-112.054878,2025-11-24 12:30:00,2025-11-24 14:00:00,90,T900072,,,pending,,
200001080,Trouble,,Critical,Line repair,Pending,1151 Main St,San Diego,SAN DIEGO,CA,14119,33.023244,-117.158345,2026-01-05 14:00:00,2026-01-05 16:00:00,120,T900117,,,pending,,
200001081,Trouble,,Critical,Network troubleshooting,Pending,8433 Elm St,Chicago,CHICAGO,IL,91130,41.858566,-87.276116,2025-11-30 13:15:00,2025-11-30 13:45:00,30,T900040,,,pending,,
200001082,Trouble,,Critical,Line repair,In Progress,6082 Washington St,New York,NEW YORK,NY,26578,40.540903,-73.84255,2026-01-30 08:45:00,2026-01-30 10:15:00,90,T900000,,,pending,,
200001083,Order,install,Normal,Fiber ONT installation,In Progress,6808 Oak St,Houston,HOUSTON,TX,41458,29.918834,-95.635278,2025-12-04 10:30:00,2025-12-04 12:00:00,90,T900056,,,pending,,
200001084,Order,upgrade,Normal,Equipment upgrade,Pending,6614 Washington St,Austin,AUSTIN,TX,64068,30.207452,-97.746431,2025-11-30 10:00:00,2025-11-30 12:00:00,120,T900149,,,pending,,
200001085,Trouble,,Critical,Network troubleshooting,In Progress,6476 Elm St,San Diego,SAN DIEGO,CA,55739,32.568131,-117.394191,2025-12-28 08:45:00,2025-12-28 09:15:00,30,T900114,,,pending,,
200001086,Trouble,,Low,Network support,In Progress,7437 Oak St,San Diego,SAN DIEGO,CA,60964,32.448211,-117.293722,2025-11-14 11:00:00,2025-11-14 12:30:00,90,T900118,,,pending,,
200001087,Order,install,Normal,Fiber ONT installation,In Progress,1207 Main St,Dallas,DALLAS,TX,10311,32.739527,-96.789591,2026-01-03 08:45:00,2026-01-03 09:45:00,60,T900123,,,pending,,
200001088,Order,install,Normal,Copper ONT installation,Pending,3468 Oak St,Dallas,DALLAS,TX,50533,33.088061,-96.544285,2025-11-18 15:00:00,2025-11-18 16:00:00,60,T900122,,,pending,,
200001089,Trouble,,Low,Network support,In Progress,8931 Main St,Houston,HOUSTON,TX,90863,30.071746,-95.341677,2025-11-20 12:00:00,2025-11-20 12:30:00,30,T900046,,,pending,,
200001090,Order,install,Normal,Fiber ONT installation,In Progress,758 Main St,Chicago,CHICAGO,IL,66552,41.821908,-87.435249,2025-12-13 09:45:00,2025-12-13 10:15:00,30,T900038,,,pending,,
200001091,Trouble,,Critical,Line repair,Pending,2263 Main St,Chicago,CHICAGO,IL,37790,42.133985,-87.942938,2025-12-13 09:00:00,2025-12-13 10:00:00,60,T900042,,,pending,,
200001092,Order,install,Normal,Copper ONT installation,In Progress,3950 Oak St,Austin,AUSTIN,TX,52015,30.393638,-97.591368,2025-12-10 09:30:00,2025-12-10 10:30:00,60,T900138,,,pending,,
200001093,Trouble,,Low,Network support,Pending,1502 Main St,Phoenix,PHOENIX,AZ,60960,33.458797,-111.809811,2025-12-07 10:00:00,2025-12-07 11:30:00,90,T900065,,,pending,,
200001094,Trouble,,Critical,Line repair,Pending,8628 Washington St,Chicago,CHICAGO,IL,33833,41.52197,-87.857679,2025-12-27 14:15:00,2025-12-27 15:15:00,60,T900037,,,pending,,
200001095,Trouble,,Low,Network support,Pending,336 Elm St,Phoenix,PHOENIX,AZ,42203,33.56306,-112.177643,2026-01-23 12:15:00,2026-01-23 12:45:00,30,T900068,,,pending,,
200001096,Trouble,,Critical,Line repair,Pending,8285 Washington St,New York,NEW YORK,NY,27692,40.434437,-73.695917,2025-12-17 08:30:00,2025-12-17 09:30:00,60,T900001,,,pending,,
200001097,Order,install,Normal,Fiber ONT installation,Pending,6132 Elm St,Philadelphia,PHILADELPHIA,PA,32026,40.156496,-75.340711,2025-12-25 13:00:00,2025-12-25 14:00:00,60,T900081,,,pending,,
200001098,Order,install,Normal,Fiber ONT installation,Pending,7810 Washington St,New York,NEW YORK,NY,50974,40.531454,-74.248962,2025-12-21 15:30:00,2025-12-21 16:30:00,60,T900007,,,pending,,
200001099,Trouble,,Critical,Network troubleshooting,In Progress,2025 Main St,Austin,AUSTIN,TX,95782,30.375888,-97.998305,2025-11-21 11:45:00,2025-11-21 13:45:00,120,T900146,,,pending,,
200001100,Trouble,,Low,Network support,In Progress,6945 Main St,Chicago,CHICAGO,IL,16256,42.133097,-87.758438,2026-01-28 10:15:00,2026-01-28 11:45:00,90,T900037,,,pending,,
200001101,Order,install,Normal,Fiber ONT installation,In Progress,6230 Washington St,San Antonio,SAN ANTONIO,TX,30279,29.472923,-98.830775,2025-12-02 15:45:00,2025-12-02 16:15:00,30,T900095,,,pending,,
200001102,Order,upgrade,Normal,Equipment upgrade,Pending,2590 Washington St,San Antonio,SAN ANTONIO,TX,88040,29.208427,-98.709509,2025-11-28 09:15:00,2025-11-28 11:15:00,120,T900095,,,pending,,
200001103,Order,install,Normal,Copper ONT installation,Pending,5288 Oak St,San Antonio,SAN ANTONIO,TX,48332,29.132598,-98.422803,2026-01-01 15:00:00,2026-01-01 15:30:00,30,T900104,,,pending,,
200001104,Trouble,,Critical,Network troubleshooting,In Progress,8157 Main St,San Antonio,SAN ANTONIO,TX,49944,29.474635,-98.167228,2026-01-15 10:15:00,2026-01-15 11:15:00,60,T900094,,,pending,,
200001105,Order,install,Normal,Fiber ONT installation,Pending,8293 Oak St,Chicago,CHICAGO,IL,93652,42.031115,-87.902304,2026-01-18 10:30:00,2026-01-18 11:00:00,30,T900034,,,pending,,
200001106,Order,install,Normal,Fiber ONT installation,In Progress,4773 Main St,San Diego,SAN DIEGO,CA,73950,32.414225,-117.475204,2026-01-16 08:00:00,2026-01-16 08:30:00,30,T900108,,,pending,,
200001107,Trouble,,Low,Network support,In Progress,7729 Washington St,Houston,HOUSTON,TX,30330,29.615108,-95.632604,2025-12-07 15:30:00,2025-12-07 16:30:00,60,T900053,,,pending,,
200001108,Order,upgrade,Normal,Equipment upgrade,Pending,859 Elm St,Dallas,DALLAS,TX,27361,32.475277,-96.629566,2025-11-17 08:30:00,2025-11-17 09:30:00,60,T900133,,,pending,,
200001109,Order,install,Normal,Fiber ONT installation,In Progress,6217 Elm St,Dallas,DALLAS,TX,92750,33.039697,-96.864616,2026-01-03 12:15:00,2026-01-03 12:45:00,30,T900123,,,pending,,
200001110,Trouble,,Critical,Network troubleshooting,In Progress,1422 Elm St,Chicago,CHICAGO,IL,41257,41.860244,-87.549578,2026-01-26 11:30:00,2026-01-26 12:00:00,30,T900036,,,pending,,
200001111,Trouble,,Critical,Network troubleshooting,Pending,7360 Main St,Phoenix,PHOENIX,AZ,46839,33.22787,-111.809382,2026-01-27 16:00:00,2026-01-27 16:30:00,30,T900069,,,pending,,
200001112,Order,install,Normal,Fiber ONT installation,In Progress,4473 Elm St,New York,NEW YORK,NY,34751,40.525198,-73.916194,2025-11-29 10:00:00,2025-11-29 11:30:00,90,T900007,,,pending,,
200001113,Trouble,,Critical,Network troubleshooting,In Progress,2437 Elm St,San Diego,SAN DIEGO,CA,92859,32.739343,-116.830828,2025-11-26 11:00:00,2025-11-26 11:30:00,30,T900116,,,pending,,
200001114,Trouble,,Low,Network support,Pending,7255 Washington St,Los Angeles,LOS ANGELES,CA,27296,33.753565,-118.558827,2026-01-07 11:30:00,2026-01-07 13:00:00,90,T900028,,,pending,,
200001115,Order,upgrade,Normal,Equipment upgrade,In Progress,3640 Washington St,Philadelphia,PHILADELPHIA,PA,16081,40.007902,-75.421649,2025-12-22 10:45:00,2025-12-22 11:45:00,60,T900084,,,pending,,
200001116,Order,install,Normal,Copper ONT installation,Pending,8369 Oak St,Dallas,DALLAS,TX,62443,32.874173,-96.947218,2025-11-26 12:30:00,2025-11-26 14:30:00,120,T900129,,,pending,,
200001117,Order,install,Normal,Copper ONT installation,Pending,4106 Main St,Houston,HOUSTON,TX,18465,29.751799,-95.352325,2025-12-22 09:15:00,2025-12-22 10:45:00,90,T900059,,,pending,,
200001118,Trouble,,Critical,Line repair,In Progress,8557 Washington St,San Diego,SAN DIEGO,CA,93765,32.678853,-117.053727,2026-01-24 09:45:00,2026-01-24 11:15:00,90,T900114,,,pending,,
200001119,Trouble,,Critical,Network troubleshooting,In Progress,6348 Elm St,Dallas,DALLAS,TX,92808,32.972356,-96.554628,2026-01-15 14:45:00,2026-01-15 16:15:00,90,T900125,,,pending,,
200001120,Order,install,Normal,Fiber ONT installation,In Progress,4040 Elm St,Houston,HOUSTON,TX,76280,30.116911,-95.053304,2026-01-31 15:00:00,2026-01-31 15:30:00,30,T900047,,,pending,,
200001121,Trouble,,Low,Network support,In Progress,4132 Elm St,New York,NEW YORK,NY,67524,41.07234,-73.700847,2026-01-01 11:15:00,2026-01-01 12:45:00,90,T900013,,,pending,,
200001122,Trouble,,Critical,Line repair,Pending,3592 Washington St,Houston,HOUSTON,TX,45257,29.458431,-95.50903,2025-11-24 12:00:00,2025-11-24 12:30:00,30,T900046,,,pending,,
200001123,Order,install,Normal,Fiber ONT installation,In Progress,4192 Oak St,San Antonio,SAN ANTONIO,TX,84115,29.441454,-98.521038,2025-12-26 16:15:00,2025-12-26 16:45:00,30,T900094,,,pending,,
200001124,Trouble,,Low,Network support,In Progress,8297 Main St,New York,NEW YORK,NY,80357,40.815579,-73.718698,2025-12-13 10:45:00,2025-12-13 12:15:00,90,T900004,,,pending,,
200001125,Trouble,,Low,Network support,In Progress,3575 Washington St,Houston,HOUSTON,TX,44484,29.47633,-95.145395,2025-12-01 08:45:00,2025-12-01 10:15:00,90,T900055,,,pending,,
200001126,Trouble,,Critical,Line repair,Pending,8626 Main St,San Diego,SAN DIEGO,CA,82730,32.419235,-117.437982,2025-12-18 10:15:00,2025-12-18 12:15:00,120,T900118,,,pending,,
200001127,Order,install,Normal,Copper ONT installation,Pending,9965 Oak St,Austin,AUSTIN,TX,62960,29.992279,-97.477511,2025-11-22 09:00:00,2025-11-22 10:00:00,60,T900135,,,pending,,
200001128,Trouble,,Low,Network support,Pending,897 Oak St,Phoenix,PHOENIX,AZ,11545,33.385512,-112.155207,2026-01-29 15:30:00,2026-01-29 16:30:00,60,T900063,,,pending,,
200001129,Order,upgrade,Normal,Equipment upgrade,In Progress,8760 Washington St,San Antonio,SAN ANTONIO,TX,12588,29.688029,-98.405321,2025-12-06 08:30:00,2025-12-06 10:00:00,90,T900100,,,pending,,
200001130,Trouble,,Low,Network support,In Progress,6082 Elm St,Houston,HOUSTON,TX,16060,29.449969,-95.460095,2026-01-03 10:00:00,2026-01-03 10:30:00,30,T900053,,,pending,,
200001131,Trouble,,Low,Network support,Pending,5224 Main St,Austin,AUSTIN,TX,54847,30.338588,-98.024934,2026-01-26 16:30:00,2026-01-26 17:30:00,60,T900144,,,pending,,
200001132,Trouble,,Critical,Line repair,In Progress,1116 Oak St,Phoenix,PHOENIX,AZ,41584,33.467878,-112.216488,2026-01-12 09:00:00,2026-01-12 11:00:00,120,T900063,,,pending,,
200001133,Order,install,Normal,Copper ONT installation,In Progress,9096 Elm St,Houston,HOUSTON,TX,45199,30.019379,-95.552421,2026-01-27 09:30:00,2026-01-27 10:30:00,60,T900056,,,pending,,
200001134,Order,install,Normal,Fiber ONT installation,In Progress,6376 Washington St,Los Angeles,LOS ANGELES,CA,27785,34.285955,-118.213732,2025-12-08 13:30:00,2025-12-08 15:00:00,90,T900017,,,pending,,
200001135,Order,install,Normal,Copper ONT installation,In Progress,587 Elm St,Los Angeles,LOS ANGELES,CA,56467,33.70795,-118.228872,2025-11-13 09:15:00,2025-11-13 10:45:00,90,T900027,,,pending,,
200001136,Trouble,,Critical,Network troubleshooting,Pending,4016 Oak St,Austin,AUSTIN,TX,79538,30.310499,-97.456941,2025-11-13 16:15:00,2025-11-13 17:45:00,90,T900135,,,pending,,
200001137,Trouble,,Critical,Line repair,In Progress,3642 Elm St,Chicago,CHICAGO,IL,25229,42.011774,-87.72275,2026-01-15 16:00:00,2026-01-15 17:00:00,60,T900042,,,pending,,
200001138,Order,install,Normal,Fiber ONT installation,In Progress,5968 Oak St,Dallas,DALLAS,TX,52993,33.018826,-97.087322,2026-01-13 10:00:00,2026-01-13 10:30:00,30,T900123,,,pending,,
200001139,Order,upgrade,Normal,Equipment upgrade,Pending,4971 Washington St,Austin,AUSTIN,TX,51428,29.932783,-97.539111,2025-12-22 16:00:00,2025-12-22 17:30:00,90,T900140,,,pending,,
200001140,Order,install,Normal,Fiber ONT installation,In Progress,6538 Oak St,Dallas,DALLAS,TX,65214,32.553644,-96.775704,2025-11-21 08:15:00,2025-11-21 09:15:00,60,T900126,,,pending,,
200001141,Trouble,,Low,Network support,Pending,158 Washington St,Dallas,DALLAS,TX,77645,32.910054,-97.145202,2025-11-20 15:15:00,2025-11-20 16:15:00,60,T900122,,,pending,,
200001142,Order,install,Normal,Fiber ONT installation,Pending,3639 Main St,Los Angeles,LOS ANGELES,CA,47615,34.109666,-118.402043,2026-01-04 08:15:00,2026-01-04 09:45:00,90,T900027,,,pending,,
200001143,Trouble,,Critical,Line repair,Pending,6799 Washington St,Austin,AUSTIN,TX,72526,30.153563,-97.533389,2025-12-28 13:30:00,2025-12-28 15:00:00,90,T900136,,,pending,,
200001144,Trouble,,Critical,Line repair,In Progress,7539 Oak St,San Diego,SAN DIEGO,CA,57418,32.73269,-117.496488,2025-11-19 13:15:00,2025-11-19 14:45:00,90,T900107,,,pending,,
200001145,Trouble,,Critical,Line repair,In Progress,7049 Main St,San Diego,SAN DIEGO,CA,68921,32.542636,-117.430341,2025-12-29 11:30:00,2025-12-29 12:00:00,30,T900117,,,pending,,
200001146,Trouble,,Low,Network support,In Progress,313 Main St,Phoenix,PHOENIX,AZ,33526,33.410022,-112.26672,2025-12-07 13:00:00,2025-12-07 15:00:00,120,T900063,,,pending,,
200001147,Order,upgrade,Normal,Equipment upgrade,Pending,8011 Washington St,Phoenix,PHOENIX,AZ,16166,33.446188,-112.120957,2025-12-22 14:00:00,2025-12-22 15:00:00,60,T900060,,,pending,,
200001148,Order,install,Normal,Copper ONT installation,In Progress,8398 Oak St,San Diego,SAN DIEGO,CA,82668,32.675503,-116.965303,2026-01-15 09:45:00,2026-01-15 11:15:00,90,T900106,,,pending,,
200001149,Trouble,,Critical,Network troubleshooting,In Progress,4297 Washington St,Austin,AUSTIN,TX,89864,30.148285,-97.893153,2025-12-04 10:45:00,2025-12-04 12:15:00,90,T900147,,,pending,,
200001150,Order,install,Normal,Copper ONT installation,In Progress,3136 Elm St,Chicago,CHICAGO,IL,14240,41.598511,-87.329774,2026-01-18 14:30:00,2026-01-18 15:30:00,60,T900043,,,pending,,
200001151,Trouble,,Critical,Line repair,In Progress,2661 Oak St,San Antonio,SAN ANTONIO,TX,63127,29.144094,-98.586265,2025-12-07 10:30:00,2025-12-07 11:30:00,60,T900093,,,pending,,
200001152,Order,upgrade,Normal,Equipment upgrade,Pending,8213 Elm St,Chicago,CHICAGO,IL,81757,41.876073,-87.407125,2025-12-12 09:00:00,2025-12-12 10:30:00,90,T900033,,,pending,,
200001153,Order,install,Normal,Copper ONT installation,In Progress,4492 Washington St,Chicago,CHICAGO,IL,30355,41.606847,-87.59069,2025-12-09 14:00:00,2025-12-09 14:30:00,30,T900036,,,pending,,
200001154,Trouble,,Critical,Network troubleshooting,In Progress,8436 Elm St,Houston,HOUSTON,TX,73990,30.097943,-95.155668,2026-01-09 15:30:00,2026-01-09 16:30:00,60,T900048,,,pending,,
200001155,Trouble,,Critical,Network troubleshooting,Pending,6730 Washington St,Houston,HOUSTON,TX,35489,29.41278,-95.650752,2026-01-28 15:00:00,2026-01-28 17:00:00,120,T900058,,,pending,,
200001156,Order,install,Normal,Copper ONT installation,In Progress,2876 Oak St,San Diego,SAN DIEGO,CA,18505,32.803569,-116.870949,2025-12-07 15:45:00,2025-12-07 17:45:00,120,T900106,,,pending,,
200001157,Order,install,Normal,Copper ONT installation,In Progress,9034 Main St,Phoenix,PHOENIX,AZ,21010,33.214583,-112.289332,2025-12-04 12:15:00,2025-12-04 14:15:00,120,T900067,,,pending,,
200001158,Trouble,,Critical,Network troubleshooting,In Progress,8641 Elm St,New York,NEW YORK,NY,44326,40.411493,-73.758514,2026-01-04 09:30:00,2026-01-04 11:00:00,90,T900004,,,pending,,
200001159,Trouble,,Critical,Network troubleshooting,Pending,7052 Washington St,Chicago,CHICAGO,IL,58347,42.11133,-87.434668,2025-12-13 14:15:00,2025-12-13 15:45:00,90,T900040,,,pending,,
200001160,Order,upgrade,Normal,Equipment upgrade,In Progress,6750 Elm St,New York,NEW YORK,NY,10849,40.83645,-73.790598,2025-11-30 16:45:00,2025-11-30 17:15:00,30,T900004,,,pending,,
200001161,Order,install,Normal,Fiber ONT installation,Pending,6857 Elm St,Dallas,DALLAS,TX,26295,32.940086,-96.727683,2025-11-26 16:15:00,2025-11-26 18:15:00,120,T900132,,,pending,,
200001162,Order,install,Normal,Copper ONT installation,Pending,7128 Main St,Chicago,CHICAGO,IL,62103,41.793339,-87.667472,2025-11-21 14:15:00,2025-11-21 15:15:00,60,T900037,,,pending,,
200001163,Order,install,Normal,Copper ONT installation,Pending,3591 Oak St,New York,NEW YORK,NY,67505,40.904094,-74.271232,2025-11-28 15:30:00,2025-11-28 17:00:00,90,T900013,,,pending,,
200001164,Trouble,,Critical,Network troubleshooting,Pending,8966 Elm St,Los Angeles,LOS ANGELES,CA,97437,34.26088,-118.127848,2025-12-08 09:00:00,2025-12-08 10:00:00,60,T900026,,,pending,,
200001165,Trouble,,Low,Network support,In Progress,1994 Elm St,Los Angeles,LOS ANGELES,CA,66681,33.926048,-118.02878,2025-11-22 08:00:00,2025-11-22 09:30:00,90,T900021,,,pending,,
200001166,Trouble,,Critical,Network troubleshooting,Pending,3468 Washington St,Dallas,DALLAS,TX,22561,32.929096,-96.77477,2025-12-27 11:30:00,2025-12-27 13:30:00,120,T900127,,,pending,,
200001167,Trouble,,Critical,Network troubleshooting,Pending,5234 Main St,Los Angeles,LOS ANGELES,CA,78583,34.211542,-117.914733,2025-12-16 08:30:00,2025-12-16 10:30:00,120,T900027,,,pending,,
200001168,Order,install,Normal,Copper ONT installation,In Progress,3599 Washington St,Los Angeles,LOS ANGELES,CA,20116,34.019114,-118.24566,2025-11-20 14:15:00,2025-11-20 15:45:00,90,T900018,,,pending,,
200001169,Order,install,Normal,Copper ONT installation,Pending,8816 Washington St,Philadelphia,PHILADELPHIA,PA,77746,39.676231,-75.034484,2026-01-23 11:00:00,2026-01-23 12:00:00,60,T900085,,,pending,,
200001170,Trouble,,Critical,Network troubleshooting,Pending,8890 Oak St,San Diego,SAN DIEGO,CA,85928,32.367972,-116.81924,2026-01-27 16:30:00,2026-01-27 17:30:00,60,T900109,,,pending,,
200001171,Trouble,,Critical,Line repair,In Progress,5299 Elm St,Dallas,DALLAS,TX,26490,32.468843,-96.950023,2026-01-13 11:15:00,2026-01-13 12:45:00,90,T900133,,,pending,,
200001172,Trouble,,Low,Network support,In Progress,302 Elm St,Dallas,DALLAS,TX,69176,32.58918,-97.034864,2025-12-31 10:15:00,2025-12-31 10:45:00,30,T900124,,,pending,,
200001173,Order,install,Normal,Fiber ONT installation,Pending,8484 Elm St,New York,NEW YORK,NY,90995,41.052316,-73.859182,2025-11-17 09:30:00,2025-11-17 10:30:00,60,T900004,,,pending,,
200001174,Order,install,Normal,Fiber ONT installation,In Progress,683 Washington St,Houston,HOUSTON,TX,27337,29.468802,-95.107755,2025-11-27 13:45:00,2025-11-27 15:45:00,120,T900054,,,pending,,
200001175,Order,install,Normal,Fiber ONT installation,Pending,5771 Washington St,San Antonio,SAN ANTONIO,TX,76438,29.218782,-98.500355,2025-12-19 13:45:00,2025-12-19 14:45:00,60,T900100,,,pending,,
200001176,Order,install,Normal,Fiber ONT installation,In Progress,8616 Elm St,Chicago,CHICAGO,IL,83089,41.559429,-87.507607,2026-01-22 13:00:00,2026-01-22 13:30:00,30,T900038,,,pending,,
200001177,Trouble,,Critical,Network troubleshooting,In Progress,8026 Oak St,Houston,HOUSTON,TX,37438,29.618348,-95.646931,2025-11-29 10:45:00,2025-11-29 12:15:00,90,T900058,,,pending,,
200001178,Order,install,Normal,Fiber ONT installation,Pending,9364 Elm St,Austin,AUSTIN,TX,10281,30.400376,-98.038802,2025-11-20 09:30:00,2025-11-20 10:30:00,60,T900143,,,pending,,
200001179,Order,upgrade,Normal,Equipment upgrade,In Progress,9328 Washington St,New York,NEW YORK,NY,76005,40.783706,-73.760339,2026-01-04 16:30:00,2026-01-04 17:30:00,60,T900010,,,pending,,
200001180,Trouble,,Critical,Line repair,Pending,6544 Washington St,Philadelphia,PHILADELPHIA,PA,47202,40.179533,-75.47917,2025-12-16 10:30:00,2025-12-16 11:00:00,30,T900087,,,pending,,
200001181,Order,install,Normal,Fiber ONT installation,Pending,2423 Main St,Los Angeles,LOS ANGELES,CA,34137,33.873389,-118.49943,2025-12-12 12:15:00,2025-12-12 13:45:00,90,T900017,,,pending,,
200001182,Trouble,,Low,Network support,In Progress,4886 Main St,San Diego,SAN DIEGO,CA,31353,32.583704,-116.960444,2026-01-23 10:45:00,2026-01-23 11:15:00,30,T900118,,,pending,,
