"Dispatch_id","Ticket_type","Order_type","Priority","Required_skill","Status","Street","City","County","State","Postal_code","Customer_latitude","Customer_longitude","Appointment_start_datetime","Appointment_end_datetime","Duration_min","Assigned_technician_id","Optimized_technician_id","Resolution_type","Optimization_status","Optimization_timestamp","Optimization_confidence","Completion_notes","Skill_category"
200000554,Trouble,"",Critical,Line repair,Pending,"8805 Washington St",Austin,AUSTIN,TX,82097,30.355402,-97.95457,"2025-11-09 12:00:00","2025-11-09 14:00:00",120,,,"",pending,"","",,Critical Trouble Resolution
200000555,Trouble,"",Critical,Line repair,Pending,"8197 Elm St",Austin,AUSTIN,TX,79822,30.592117,-97.857635,"2026-01-17 09:30:00","2026-01-17 11:00:00",90,,,"",pending,"","",,Critical Trouble Resolution
200000556,Trouble,"",Critical,Line repair,Pending,"1860 Elm St",Austin,AUSTIN,TX,52883,30.076216,-97.412964,"2025-11-16 16:45:00","2025-11-16 17:15:00",30,,,"",pending,"","",,Critical Trouble Resolution
200000557,Trouble,"",Critical,Line repair,Pending,"132 Main St",Austin,AUSTIN,TX,30999,30.327127,-97.912796,"2025-12-21 14:15:00","2025-12-21 16:15:00",120,,,"",pending,"","",,Critical Trouble Resolution
200000558,Trouble,"",Critical,Line repair,Pending,"9889 Elm St",Austin,AUSTIN,TX,41976,30.103024,-97.88429,"2026-01-10 13:30:00","2026-01-10 14:30:00",60,,,"",pending,"","",,Critical Trouble Resolution
200000559,Trouble,"",Critical,Line repair,Pending,"6712 Elm St",Austin,AUSTIN,TX,49891,30.016924,-97.45202,"2025-12-16 13:00:00","2025-12-16 13:30:00",30,,,"",pending,"","",,Critical Trouble Resolution
200000007,Trouble,"",Critical,Network troubleshooting,Pending,"8788 Oak St",New York,NEW YORK,NY,94823,40.48072,-74.32668,"2025-11-11 08:15:00","2025-11-11 09:15:00",60,,,"",pending,"","",,Critical Trouble Resolution
200000008,Trouble,"",Critical,Network troubleshooting,Pending,"4897 Main St",New York,NEW YORK,NY,65664,40.791237,-73.74081,"2025-12-12 10:15:00","2025-12-12 12:15:00",120,,,"",pending,"","",,Critical Trouble Resolution
200000009,Trouble,"",Critical,Network troubleshooting,Pending,"7675 Washington St",New York,NEW YORK,NY,63841,40.92302,-74.1726,"2026-01-28 14:15:00","2026-01-28 15:15:00",60,,,"",pending,"","",,Critical Trouble Resolution
200000061,Trouble,"",Critical,Network troubleshooting,Pending,"8584 Oak St",Los Angeles,LOS ANGELES,CA,11348,34.023685,-118.203735,"2025-12-15 09:45:00","2025-12-15 10:45:00",60,,,"",pending,"","",,Critical Trouble Resolution
200000063,Trouble,"",Critical,Network troubleshooting,Pending,"5184 Main St",Los Angeles,LOS ANGELES,CA,68212,34.379017,-118.19944,"2026-01-14 13:15:00","2026-01-14 13:45:00",30,,,"",pending,"","",,Critical Trouble Resolution
200000064,Trouble,"",Critical,Network troubleshooting,Pending,"5545 Main St",Los Angeles,LOS ANGELES,CA,47170,33.84721,-118.371506,"2026-01-04 16:15:00","2026-01-04 17:45:00",90,,,"",pending,"","",,Critical Trouble Resolution
200000065,Trouble,"",Critical,Network troubleshooting,Pending,"1189 Washington St",Los Angeles,LOS ANGELES,CA,70772,33.970654,-118.28751,"2026-01-08 10:45:00","2026-01-08 12:15:00",90,,,"",pending,"","",,Critical Trouble Resolution
200000066,Trouble,"",Critical,Network troubleshooting,Pending,"6801 Oak St",Los Angeles,LOS ANGELES,CA,31207,34.36705,-118.334465,"2025-11-24 09:30:00","2025-11-24 11:30:00",120,,,"",pending,"","",,Critical Trouble Resolution
200000067,Trouble,"",Critical,Network troubleshooting,Pending,"8681 Elm St",Los Angeles,LOS ANGELES,CA,79490,34.175346,-117.91138,"2026-01-11 09:30:00","2026-01-11 10:00:00",30,,,"",pending,"","",,Critical Trouble Resolution
200000068,Trouble,"",Critical,Network troubleshooting,Pending,"7615 Washington St",Los Angeles,LOS ANGELES,CA,15199,34.020336,-118.41954,"2026-01-01 14:30:00","2026-01-01 16:00:00",90,,,"",pending,"","",,Critical Trouble Resolution
200000069,Trouble,"",Critical,Network troubleshooting,Pending,"2856 Elm St",Los Angeles,LOS ANGELES,CA,42416,33.992393,-118.31982,"2026-01-09 16:30:00","2026-01-09 18:30:00",120,,,"",pending,"","",,Critical Trouble Resolution
200000120,Trouble,"",Critical,Network troubleshooting,Pending,"4687 Oak St",Chicago,CHICAGO,IL,13349,41.885384,-87.85409,"2026-01-01 12:15:00","2026-01-01 12:45:00",30,,,"",pending,"","",,Critical Trouble Resolution
200000121,Trouble,"",Critical,Network troubleshooting,Pending,"8594 Main St",Chicago,CHICAGO,IL,64836,41.967712,-87.51469,"2026-01-13 08:45:00","2026-01-13 09:15:00",30,,,"",pending,"","",,Critical Trouble Resolution
200000122,Trouble,"",Critical,Network troubleshooting,Pending,"4441 Washington St",Chicago,CHICAGO,IL,61557,41.607105,-87.75687,"2026-01-20 12:30:00","2026-01-20 14:00:00",90,,,"",pending,"","",,Critical Trouble Resolution
200000123,Trouble,"",Critical,Network troubleshooting,Pending,"9288 Washington St",Chicago,CHICAGO,IL,10997,41.63079,-87.357254,"2025-11-26 15:45:00","2025-11-26 17:15:00",90,,,"",pending,"","",,Critical Trouble Resolution
200000124,Trouble,"",Critical,Network troubleshooting,Pending,"2402 Washington St",Chicago,CHICAGO,IL,30686,41.73586,-87.88641,"2025-12-20 09:15:00","2025-12-20 09:45:00",30,,,"",pending,"","",,Critical Trouble Resolution
200000125,Trouble,"",Critical,Network troubleshooting,Pending,"1391 Main St",Chicago,CHICAGO,IL,11256,41.671844,-87.770905,"2025-11-05 10:15:00","2025-11-05 11:45:00",90,,,"",pending,"","",,Critical Trouble Resolution
200000126,Trouble,"",Critical,Network troubleshooting,Pending,"1048 Main St",Chicago,CHICAGO,IL,76344,42.1,-87.98703,"2026-01-12 13:45:00","2026-01-12 14:45:00",60,,,"",pending,"","",,Critical Trouble Resolution
200000127,Trouble,"",Critical,Network troubleshooting,Pending,"6226 Main St",Chicago,CHICAGO,IL,83434,41.720734,-87.6889,"2025-11-22 13:45:00","2025-11-22 14:15:00",30,,,"",pending,"","",,Critical Trouble Resolution
200000128,Trouble,"",Critical,Network troubleshooting,Pending,"7004 Main St",Chicago,CHICAGO,IL,77440,41.929016,-87.47675,"2026-01-05 13:00:00","2026-01-05 13:30:00",30,,,"",pending,"","",,Critical Trouble Resolution
200000129,Trouble,"",Critical,Network troubleshooting,Pending,"9017 Elm St",Chicago,CHICAGO,IL,81311,41.61587,-87.8818,"2026-01-16 15:00:00","2026-01-16 16:00:00",60,,,"",pending,"","",,Critical Trouble Resolution
200000180,Trouble,"",Critical,Network troubleshooting,Pending,"1534 Elm St",Houston,HOUSTON,TX,85990,29.426523,-95.6839,"2025-12-03 14:45:00","2025-12-03 15:15:00",30,,,"",pending,"","",,Critical Trouble Resolution
200000181,Trouble,"",Critical,Network troubleshooting,Pending,"1274 Elm St",Houston,HOUSTON,TX,65274,29.435442,-95.31384,"2025-12-14 11:30:00","2025-12-14 13:30:00",120,,,"",pending,"","",,Critical Trouble Resolution
200000182,Trouble,"",Critical,Network troubleshooting,Pending,"7643 Main St",Houston,HOUSTON,TX,90290,30.019808,-95.6582,"2026-01-11 08:00:00","2026-01-11 09:00:00",60,,,"",pending,"","",,Critical Trouble Resolution
200000183,Trouble,"",Critical,Network troubleshooting,Pending,"8073 Washington St",Houston,HOUSTON,TX,47908,30.021597,-95.67102,"2025-12-09 15:15:00","2025-12-09 17:15:00",120,,,"",pending,"","",,Critical Trouble Resolution
200000184,Trouble,"",Critical,Network troubleshooting,Pending,"6524 Oak St",Houston,HOUSTON,TX,21419,29.435,-95.27973,"2026-01-12 16:00:00","2026-01-12 17:00:00",60,,,"",pending,"","",,Critical Trouble Resolution
200000185,Trouble,"",Critical,Network troubleshooting,Pending,"7840 Elm St",Houston,HOUSTON,TX,65076,29.473438,-95.489235,"2026-01-08 11:00:00","2026-01-08 13:00:00",120,,,"",pending,"","",,Critical Trouble Resolution
200000186,Trouble,"",Critical,Network troubleshooting,Pending,"6959 Oak St",Houston,HOUSTON,TX,83192,29.73985,-95.34099,"2025-12-16 12:45:00","2025-12-16 13:45:00",60,,,"",pending,"","",,Critical Trouble Resolution
200000187,Trouble,"",Critical,Network troubleshooting,Pending,"6740 Main St",Houston,HOUSTON,TX,40982,29.953419,-95.20975,"2025-11-27 11:30:00","2025-11-27 13:00:00",90,,,"",pending,"","",,Critical Trouble Resolution
200000188,Trouble,"",Critical,Network troubleshooting,Pending,"7460 Elm St",Houston,HOUSTON,TX,34483,29.99882,-95.30596,"2026-01-11 11:45:00","2026-01-11 12:45:00",60,,,"",pending,"","",,Critical Trouble Resolution
200000189,Trouble,"",Critical,Network troubleshooting,Pending,"9328 Oak St",Houston,HOUSTON,TX,42182,29.966967,-95.53172,"2025-11-01 16:00:00","2025-11-01 16:30:00",30,,,"",pending,"","",,Critical Trouble Resolution
200000240,Trouble,"",Critical,Network troubleshooting,Pending,"6252 Washington St",Phoenix,PHOENIX,AZ,83364,33.349197,-111.72902,"2025-11-12 12:00:00","2025-11-12 13:00:00",60,,,"",pending,"","",,Critical Trouble Resolution
200000241,Trouble,"",Critical,Network troubleshooting,Pending,"6313 Elm St",Phoenix,PHOENIX,AZ,31723,33.17601,-111.893364,"2025-11-03 15:45:00","2025-11-03 17:45:00",120,,,"",pending,"","",,Critical Trouble Resolution
200000242,Trouble,"",Critical,Network troubleshooting,Pending,"6698 Main St",Phoenix,PHOENIX,AZ,98708,33.36874,-112.20454,"2025-12-07 15:30:00","2025-12-07 16:00:00",30,,,"",pending,"","",,Critical Trouble Resolution
200000243,Trouble,"",Critical,Network troubleshooting,Pending,"5675 Washington St",Phoenix,PHOENIX,AZ,88353,33.37981,-112.028534,"2025-12-03 09:15:00","2025-12-03 09:45:00",30,,,"",pending,"","",,Critical Trouble Resolution
200000244,Trouble,"",Critical,Network troubleshooting,Pending,"8298 Main St",Phoenix,PHOENIX,AZ,62201,33.42548,-111.75227,"2025-12-28 10:00:00","2025-12-28 10:30:00",30,,,"",pending,"","",,Critical Trouble Resolution
200000245,Trouble,"",Critical,Network troubleshooting,Pending,"6472 Main St",Phoenix,PHOENIX,AZ,96313,33.297005,-112.282234,"2025-12-12 15:30:00","2025-12-12 17:30:00",120,,,"",pending,"","",,Critical Trouble Resolution
200000246,Trouble,"",Critical,Network troubleshooting,Pending,"3892 Oak St",Phoenix,PHOENIX,AZ,17957,33.69737,-111.842224,"2025-11-23 12:00:00","2025-11-23 13:00:00",60,,,"",pending,"","",,Critical Trouble Resolution
200000247,Trouble,"",Critical,Network troubleshooting,Pending,"2100 Oak St",Phoenix,PHOENIX,AZ,53156,33.27202,-112.13368,"2025-12-23 12:30:00","2025-12-23 14:00:00",90,,,"",pending,"","",,Critical Trouble Resolution
200000248,Trouble,"",Critical,Network troubleshooting,Pending,"2504 Washington St",Phoenix,PHOENIX,AZ,15801,33.469185,-112.349594,"2025-12-28 09:00:00","2025-12-28 11:00:00",120,,,"",pending,"","",,Critical Trouble Resolution
200000249,Trouble,"",Critical,Network troubleshooting,Pending,"8791 Elm St",Phoenix,PHOENIX,AZ,42625,33.58431,-112.412445,"2026-01-13 13:45:00","2026-01-13 14:15:00",30,,,"",pending,"","",,Critical Trouble Resolution
200000300,Trouble,"",Critical,Network troubleshooting,Pending,"6699 Oak St",Philadelphia,PHILADELPHIA,PA,20654,40.1131,-75.42029,"2025-11-17 10:15:00","2025-11-17 10:45:00",30,,,"",pending,"","",,Critical Trouble Resolution
200000301,Trouble,"",Critical,Network troubleshooting,Pending,"3683 Washington St",Philadelphia,PHILADELPHIA,PA,59643,39.824184,-75.00545,"2025-12-18 15:15:00","2025-12-18 16:15:00",60,,,"",pending,"","",,Critical Trouble Resolution
200000302,Trouble,"",Critical,Network troubleshooting,Pending,"8939 Washington St",Philadelphia,PHILADELPHIA,PA,89448,39.80104,-75.23744,"2026-01-10 12:15:00","2026-01-10 13:15:00",60,,,"",pending,"","",,Critical Trouble Resolution
200000303,Trouble,"",Critical,Network troubleshooting,Pending,"1361 Elm St",Philadelphia,PHILADELPHIA,PA,58766,40.053173,-75.014496,"2025-11-04 10:45:00","2025-11-04 12:15:00",90,,,"",pending,"","",,Critical Trouble Resolution
200000304,Trouble,"",Critical,Network troubleshooting,Pending,"7647 Oak St",Philadelphia,PHILADELPHIA,PA,67900,39.88161,-75.25026,"2025-11-15 15:45:00","2025-11-15 16:45:00",60,,,"",pending,"","",,Critical Trouble Resolution
200000305,Trouble,"",Critical,Network troubleshooting,Pending,"9578 Main St",Philadelphia,PHILADELPHIA,PA,31707,40.120926,-74.93983,"2025-12-30 09:30:00","2025-12-30 10:30:00",60,,,"",pending,"","",,Critical Trouble Resolution
200000306,Trouble,"",Critical,Network troubleshooting,Pending,"5395 Oak St",Philadelphia,PHILADELPHIA,PA,73403,40.15213,-75.36767,"2026-01-01 11:45:00","2026-01-01 13:15:00",90,,,"",pending,"","",,Critical Trouble Resolution
200000307,Trouble,"",Critical,Network troubleshooting,Pending,"3426 Main St",Philadelphia,PHILADELPHIA,PA,36852,40.092598,-75.48777,"2025-12-25 14:00:00","2025-12-25 16:00:00",120,,,"",pending,"","",,Critical Trouble Resolution
200000308,Trouble,"",Critical,Network troubleshooting,Pending,"5630 Main St",Philadelphia,PHILADELPHIA,PA,90698,40.202274,-74.839485,"2025-11-15 15:45:00","2025-11-15 17:15:00",90,,,"",pending,"","",,Critical Trouble Resolution
200000309,Trouble,"",Critical,Network troubleshooting,Pending,"7736 Elm St",Philadelphia,PHILADELPHIA,PA,96316,39.786533,-75.09142,"2026-01-23 08:00:00","2026-01-23 09:00:00",60,,,"",pending,"","",,Critical Trouble Resolution
200000360,Trouble,"",Critical,Network troubleshooting,Pending,"9501 Main St",San Antonio,SAN ANTONIO,TX,15194,29.182308,-98.16365,"2025-12-06 08:15:00","2025-12-06 09:15:00",60,,,"",pending,"","",,Critical Trouble Resolution
200000361,Trouble,"",Critical,Network troubleshooting,Pending,"2275 Main St",San Antonio,SAN ANTONIO,TX,14592,29.557934,-98.17062,"2026-01-29 15:30:00","2026-01-29 17:30:00",120,,,"",pending,"","",,Critical Trouble Resolution
200000362,Trouble,"",Critical,Network troubleshooting,Pending,"788 Washington St",San Antonio,SAN ANTONIO,TX,74363,29.340776,-98.264046,"2026-01-26 16:45:00","2026-01-26 17:45:00",60,,,"",pending,"","",,Critical Trouble Resolution
200000364,Trouble,"",Critical,Network troubleshooting,Pending,"127 Elm St",San Antonio,SAN ANTONIO,TX,70874,29.523363,-98.284904,"2025-11-26 14:45:00","2025-11-26 16:15:00",90,,,"",pending,"","",,Critical Trouble Resolution
200000365,Trouble,"",Critical,Network troubleshooting,Pending,"8469 Washington St",San Antonio,SAN ANTONIO,TX,91798,29.275644,-98.19223,"2026-01-02 10:15:00","2026-01-02 10:45:00",30,,,"",pending,"","",,Critical Trouble Resolution
200000366,Trouble,"",Critical,Network troubleshooting,Pending,"8558 Washington St",San Antonio,SAN ANTONIO,TX,12072,29.687271,-98.82198,"2026-01-11 10:15:00","2026-01-11 10:45:00",30,,,"",pending,"","",,Critical Trouble Resolution
200000367,Trouble,"",Critical,Network troubleshooting,Pending,"6058 Main St",San Antonio,SAN ANTONIO,TX,13338,29.424725,-98.48094,"2025-11-16 13:30:00","2025-11-16 15:30:00",120,,,"",pending,"","",,Critical Trouble Resolution
200000369,Trouble,"",Critical,Network troubleshooting,Pending,"4020 Main St",San Antonio,SAN ANTONIO,TX,48658,29.592093,-98.76634,"2025-12-26 09:15:00","2025-12-26 09:45:00",30,,,"",pending,"","",,Critical Trouble Resolution
200000420,Trouble,"",Critical,Network troubleshooting,Pending,"477 Main St",San Diego,SAN DIEGO,CA,93297,32.88819,-117.41179,"2026-01-17 09:45:00","2026-01-17 10:45:00",60,,,"",pending,"","",,Critical Trouble Resolution
200000421,Trouble,"",Critical,Network troubleshooting,Pending,"9238 Oak St",San Diego,SAN DIEGO,CA,52596,32.684753,-117.05993,"2026-01-28 08:45:00","2026-01-28 10:45:00",120,,,"",pending,"","",,Critical Trouble Resolution
200000422,Trouble,"",Critical,Network troubleshooting,Pending,"4352 Oak St",San Diego,SAN DIEGO,CA,59813,32.43042,-117.174835,"2026-01-25 15:00:00","2026-01-25 16:30:00",90,,,"",pending,"","",,Critical Trouble Resolution
200000423,Trouble,"",Critical,Network troubleshooting,Pending,"3633 Main St",San Diego,SAN DIEGO,CA,61908,32.608585,-117.055435,"2025-12-08 14:00:00","2025-12-08 15:30:00",90,,,"",pending,"","",,Critical Trouble Resolution
200000424,Trouble,"",Critical,Network troubleshooting,Pending,"8536 Main St",San Diego,SAN DIEGO,CA,24805,32.96344,-117.44112,"2025-12-26 10:00:00","2025-12-26 10:30:00",30,,,"",pending,"","",,Critical Trouble Resolution
200000425,Trouble,"",Critical,Network troubleshooting,Pending,"8566 Washington St",San Diego,SAN DIEGO,CA,48597,32.599518,-117.0444,"2026-01-24 12:00:00","2026-01-24 13:00:00",60,,,"",pending,"","",,Critical Trouble Resolution
200000426,Trouble,"",Critical,Network troubleshooting,Pending,"5130 Washington St",San Diego,SAN DIEGO,CA,82407,33.054043,-117.10758,"2025-12-29 11:15:00","2025-12-29 13:15:00",120,,,"",pending,"","",,Critical Trouble Resolution
200000427,Trouble,"",Critical,Network troubleshooting,Pending,"739 Washington St",San Diego,SAN DIEGO,CA,92322,32.676094,-117.23456,"2026-01-09 16:30:00","2026-01-09 17:30:00",60,,,"",pending,"","",,Critical Trouble Resolution
200000428,Trouble,"",Critical,Network troubleshooting,Pending,"1897 Oak St",San Diego,SAN DIEGO,CA,13578,32.854694,-117.151726,"2025-11-26 10:00:00","2025-11-26 11:30:00",90,,,"",pending,"","",,Critical Trouble Resolution
200000429,Trouble,"",Critical,Network troubleshooting,Pending,"3984 Washington St",San Diego,SAN DIEGO,CA,37288,32.811474,-117.0267,"2026-01-10 12:30:00","2026-01-10 14:00:00",90,,,"",pending,"","",,Critical Trouble Resolution
200000480,Trouble,"",Critical,Network troubleshooting,Pending,"4557 Oak St",Dallas,DALLAS,TX,88709,33.10693,-96.52613,"2026-01-30 10:30:00","2026-01-30 12:30:00",120,,,"",pending,"","",,Critical Trouble Resolution
200000481,Trouble,"",Critical,Network troubleshooting,Pending,"9015 Elm St",Dallas,DALLAS,TX,55963,32.99643,-97.05425,"2025-11-24 13:00:00","2025-11-24 14:00:00",60,,,"",pending,"","",,Critical Trouble Resolution
200000482,Trouble,"",Critical,Network troubleshooting,Pending,"633 Elm St",Dallas,DALLAS,TX,46689,32.712826,-97.065796,"2025-12-31 16:45:00","2025-12-31 18:15:00",90,,,"",pending,"","",,Critical Trouble Resolution
200000483,Trouble,"",Critical,Network troubleshooting,Pending,"734 Oak St",Dallas,DALLAS,TX,61750,32.82996,-96.69516,"2026-01-31 16:15:00","2026-01-31 17:15:00",60,,,"",pending,"","",,Critical Trouble Resolution
200000484,Trouble,"",Critical,Network troubleshooting,Pending,"4200 Washington St",Dallas,DALLAS,TX,70933,33.03138,-96.830086,"2026-01-10 09:00:00","2026-01-10 10:30:00",90,,,"",pending,"","",,Critical Trouble Resolution
200000485,Trouble,"",Critical,Network troubleshooting,Pending,"1522 Oak St",Dallas,DALLAS,TX,59294,32.940357,-96.50336,"2025-12-01 11:15:00","2025-12-01 13:15:00",120,,,"",pending,"","",,Critical Trouble Resolution
200000486,Trouble,"",Critical,Network troubleshooting,Pending,"5833 Main St",Dallas,DALLAS,TX,59053,32.595726,-96.6043,"2025-11-02 08:45:00","2025-11-02 10:45:00",120,,,"",pending,"","",,Critical Trouble Resolution
200000487,Trouble,"",Critical,Network troubleshooting,Pending,"2098 Main St",Dallas,DALLAS,TX,63466,32.527206,-96.811584,"2025-12-24 16:15:00","2025-12-24 18:15:00",120,,,"",pending,"","",,Critical Trouble Resolution
200000488,Trouble,"",Critical,Network troubleshooting,Pending,"2891 Washington St",Dallas,DALLAS,TX,84591,32.434975,-96.78694,"2025-12-06 09:00:00","2025-12-06 09:30:00",30,,,"",pending,"","",,Critical Trouble Resolution
200000489,Trouble,"",Critical,Network troubleshooting,Pending,"1573 Main St",Dallas,DALLAS,TX,84268,32.971832,-97.03431,"2025-12-05 13:45:00","2025-12-05 14:15:00",30,,,"",pending,"","",,Critical Trouble Resolution
200000540,Trouble,"",Critical,Network troubleshooting,Pending,"531 Main St",Austin,AUSTIN,TX,21347,30.33403,-97.42875,"2025-12-01 14:30:00","2025-12-01 16:30:00",120,,,"",pending,"","",,Critical Trouble Resolution
200000541,Trouble,"",Critical,Network troubleshooting,Pending,"2343 Washington St",Austin,AUSTIN,TX,68247,29.913609,-98.05306,"2025-12-05 14:00:00","2025-12-05 15:30:00",90,,,"",pending,"","",,Critical Trouble Resolution
200000542,Trouble,"",Critical,Network troubleshooting,Pending,"5205 Main St",Austin,AUSTIN,TX,86287,30.172916,-97.6313,"2025-11-25 15:45:00","2025-11-25 16:45:00",60,,,"",pending,"","",,Critical Trouble Resolution
200000543,Trouble,"",Critical,Network troubleshooting,Pending,"8957 Main St",Austin,AUSTIN,TX,86376,30.192263,-97.412926,"2025-12-02 15:30:00","2025-12-02 16:00:00",30,,,"",pending,"","",,Critical Trouble Resolution
200000544,Trouble,"",Critical,Network troubleshooting,Pending,"2805 Main St",Austin,AUSTIN,TX,15593,30.236814,-97.516754,"2025-12-24 08:30:00","2025-12-24 10:00:00",90,,,"",pending,"","",,Critical Trouble Resolution
200000545,Trouble,"",Critical,Network troubleshooting,Pending,"754 Washington St",Austin,AUSTIN,TX,37442,30.49239,-97.57069,"2025-11-03 10:00:00","2025-11-03 11:00:00",60,,,"",pending,"","",,Critical Trouble Resolution
200000546,Trouble,"",Critical,Network troubleshooting,Pending,"4971 Main St",Austin,AUSTIN,TX,98552,30.376814,-97.82108,"2026-01-18 10:00:00","2026-01-18 12:00:00",120,,,"",pending,"","",,Critical Trouble Resolution
200000547,Trouble,"",Critical,Network troubleshooting,Pending,"7603 Elm St",Austin,AUSTIN,TX,50113,30.187424,-97.97498,"2025-12-28 08:45:00","2025-12-28 10:45:00",120,,,"",pending,"","",,Critical Trouble Resolution
200000548,Trouble,"",Critical,Network troubleshooting,Pending,"8561 Washington St",Austin,AUSTIN,TX,24509,30.314768,-97.814674,"2026-01-04 16:30:00","2026-01-04 17:30:00",60,,,"",pending,"","",,Critical Trouble Resolution
200000549,Trouble,"",Critical,Network troubleshooting,Pending,"6693 Oak St",Austin,AUSTIN,TX,61949,30.52562,-97.98248,"2026-01-22 15:30:00","2026-01-22 16:30:00",60,,,"",pending,"","",,Critical Trouble Resolution
200000040,Trouble,"",Low,Network support,Pending,"6261 Washington St",New York,NEW YORK,NY,77265,40.825573,-74.343376,"2025-12-24 15:45:00","2025-12-24 16:15:00",30,,,"",pending,"","",,Low Priority Support
200000041,Trouble,"",Low,Network support,Pending,"6032 Oak St",New York,NEW YORK,NY,58116,41.04724,-74.088295,"2026-01-05 11:15:00","2026-01-05 12:45:00",90,,,"",pending,"","",,Low Priority Support
200000042,Trouble,"",Low,Network support,Pending,"877 Elm St",New York,NEW YORK,NY,31299,40.63638,-73.94215,"2025-12-27 13:00:00","2025-12-27 14:30:00",90,,,"",pending,"","",,Low Priority Support
200000043,Trouble,"",Low,Network support,Pending,"7724 Elm St",New York,NEW YORK,NY,65586,40.8342,-73.769684,"2025-12-07 09:15:00","2025-12-07 09:45:00",30,,,"",pending,"","",,Low Priority Support
200000044,Trouble,"",Low,Network support,Pending,"9224 Washington St",New York,NEW YORK,NY,29563,40.420437,-74.00939,"2025-12-29 14:00:00","2025-12-29 15:00:00",60,,,"",pending,"","",,Low Priority Support
200000045,Trouble,"",Low,Network support,Pending,"5364 Main St",New York,NEW YORK,NY,33835,40.871876,-73.9246,"2025-11-27 09:45:00","2025-11-27 11:45:00",120,,,"",pending,"","",,Low Priority Support
200000046,Trouble,"",Low,Network support,Pending,"2730 Main St",New York,NEW YORK,NY,95491,40.70806,-73.92864,"2025-12-02 13:30:00","2025-12-02 15:30:00",120,,,"",pending,"","",,Low Priority Support
200000047,Trouble,"",Low,Network support,Pending,"6627 Main St",New York,NEW YORK,NY,47262,40.49543,-73.99826,"2026-01-03 15:30:00","2026-01-03 16:00:00",30,,,"",pending,"","",,Low Priority Support
200000049,Trouble,"",Low,Network support,Pending,"2302 Elm St",New York,NEW YORK,NY,73443,40.809948,-74.02864,"2025-11-15 08:30:00","2025-11-15 10:00:00",90,,,"",pending,"","",,Low Priority Support
200000100,Trouble,"",Low,Network support,Pending,"692 Washington St",Los Angeles,LOS ANGELES,CA,68347,34.265255,-118.07683,"2025-11-23 13:45:00","2025-11-23 15:15:00",90,,,"",pending,"","",,Low Priority Support
200000101,Trouble,"",Low,Network support,Pending,"1147 Oak St",Los Angeles,LOS ANGELES,CA,94050,33.779995,-118.144005,"2026-01-14 12:45:00","2026-01-14 13:15:00",30,,,"",pending,"","",,Low Priority Support
200000102,Trouble,"",Low,Network support,Pending,"9856 Elm St",Los Angeles,LOS ANGELES,CA,59651,34.345547,-118.490456,"2026-01-01 16:00:00","2026-01-01 16:30:00",30,,,"",pending,"","",,Low Priority Support
200000103,Trouble,"",Low,Network support,Pending,"5350 Washington St",Los Angeles,LOS ANGELES,CA,39598,33.738476,-117.992836,"2026-01-05 12:45:00","2026-01-05 14:15:00",90,,,"",pending,"","",,Low Priority Support
200000104,Trouble,"",Low,Network support,Pending,"5885 Oak St",Los Angeles,LOS ANGELES,CA,28507,33.96385,-118.430504,"2026-01-30 11:00:00","2026-01-30 12:30:00",90,,,"",pending,"","",,Low Priority Support
200000105,Trouble,"",Low,Network support,Pending,"5555 Oak St",Los Angeles,LOS ANGELES,CA,53150,34.04822,-118.26482,"2025-11-27 16:30:00","2025-11-27 17:30:00",60,,,"",pending,"","",,Low Priority Support
200000106,Trouble,"",Low,Network support,Pending,"7464 Oak St",Los Angeles,LOS ANGELES,CA,83035,34.07065,-117.952576,"2025-11-12 15:15:00","2025-11-12 16:45:00",90,,,"",pending,"","",,Low Priority Support
200000107,Trouble,"",Low,Network support,Pending,"3644 Washington St",Los Angeles,LOS ANGELES,CA,38608,33.697365,-118.04329,"2025-12-20 13:15:00","2025-12-20 14:15:00",60,,,"",pending,"","",,Low Priority Support
200000108,Trouble,"",Low,Network support,Pending,"2735 Oak St",Los Angeles,LOS ANGELES,CA,36790,33.78208,-118.001114,"2025-11-09 11:00:00","2025-11-09 11:30:00",30,,,"",pending,"","",,Low Priority Support
200000109,Trouble,"",Low,Network support,Pending,"283 Elm St",Los Angeles,LOS ANGELES,CA,91005,34.00319,-118.116516,"2025-12-08 08:15:00","2025-12-08 09:45:00",90,,,"",pending,"","",,Low Priority Support
200000160,Trouble,"",Low,Network support,Pending,"8586 Oak St",Chicago,CHICAGO,IL,91191,41.72469,-87.36924,"2026-01-04 13:30:00","2026-01-04 15:30:00",120,,,"",pending,"","",,Low Priority Support
200000161,Trouble,"",Low,Network support,Pending,"4119 Main St",Chicago,CHICAGO,IL,19155,42.016586,-87.58219,"2025-12-20 09:00:00","2025-12-20 10:00:00",60,,,"",pending,"","",,Low Priority Support
200000162,Trouble,"",Low,Network support,Pending,"7007 Main St",Chicago,CHICAGO,IL,73970,41.952576,-87.334946,"2026-01-26 09:15:00","2026-01-26 09:45:00",30,,,"",pending,"","",,Low Priority Support
200000163,Trouble,"",Low,Network support,Pending,"5180 Oak St",Chicago,CHICAGO,IL,70259,42.085434,-87.396164,"2026-01-23 14:45:00","2026-01-23 16:45:00",120,,,"",pending,"","",,Low Priority Support
