Dispatch_id,Ticket_type,Order_type,Priority,Required_skill,Status,Street,City,County,State,Postal_code,Customer_latitude,Customer_longitude,Appointment_start_datetime,Appointment_end_datetime,Duration_min,Assigned_technician_id,Optimized_technician_id,Resolution_type,Optimization_status,Optimization_timestamp,Optimization_confidence,Appointment_start_time,Appointment_date,Initial_confidence,Initial_success_prob,Initial_predicted_duration_min,Initial_workload_ratio,Initial_distance_km,Predicted_success_prob,Optimized_predicted_duration_min,Fallback_level,Optimized_workload_ratio,Optimized_distance_km,Confidence_improvement,Success_prob_improvement,Duration_change,Workload_ratio_change,Distance_change_km
200000131,Trouble,,Low,Network support,Pending,871 Washington St,San Antonio,SAN ANTONIO,TX,13808,29.334446,-98.631714,2025-11-21 13:45:00,2025-11-21 15:45:00,120,T900099,T900093,,completed,2025-11-19 10:41:53,0.658,2025-11-21 13:45:00,2025-11-21,0.514,0.682,48.2,0.0,40.52,0.678,47.1,ml_based,0.625,7.47,0.14400000000000002,-0.0040000000000000036,-1.1000000000000014,0.625,-33.050000000000004
200000132,Order,install,Normal,Fiber ONT installation,Pending,6025 Washington St,Houston,HOUSTON,TX,72288,29.719479,-95.64901,2025-12-18 14:00:00,2025-12-18 15:00:00,60,T900048,T900053,,completed,2025-11-19 10:41:53,0.254,2025-12-18 14:00:00,2025-12-18,0.15,0.583,62.2,0.8,44.13,0.652,51.2,ml_based,0.75,32.67,0.10400000000000001,0.06900000000000006,-11.0,-0.050000000000000044,-11.46
200000133,Trouble,,Critical,Network troubleshooting,In Progress,6033 Elm St,San Diego,SAN DIEGO,CA,27656,32.377834,-116.90769,2025-12-20 16:00:00,2025-12-20 17:00:00,60,T900113,T900115,,completed,2025-11-19 10:41:53,0.276,2025-12-20 16:00:00,2025-12-20,0.0,0.597,60.6,1.0,68.68,0.599,59.6,ml_based,0.75,47.85,0.276,0.0020000000000000018,-1.0,-0.25,-20.830000000000005
200000134,Order,upgrade,Normal,Equipment upgrade,In Progress,2871 Main St,Phoenix,PHOENIX,AZ,54513,33.53237,-111.92033,2025-11-22 08:00:00,2025-11-22 09:30:00,90,T900073,T900067,,completed,2025-11-19 10:41:53,0.231,2025-11-22 08:00:00,2025-11-22,0.507,0.554,64.0,1.0,7.78,0.585,69.4,ml_based,0.625,35.55,-0.276,0.030999999999999917,5.400000000000006,-0.375,27.769999999999996
200000135,Order,install,Normal,Fiber ONT installation,Pending,6174 Main St,Los Angeles,LOS ANGELES,CA,63458,33.93944,-118.02478,2026-01-04 12:45:00,2026-01-04 14:45:00,120,T900017,T900017,,completed,2025-11-19 10:41:53,0.557,2026-01-04 12:45:00,2026-01-04,0.87,0.729,59.5,0.125,6.69,0.591,59.5,ml_based,0.875,6.69,-0.31299999999999994,-0.138,0.0,0.75,0.0
200000136,Order,install,Normal,Fiber ONT installation,In Progress,184 Oak St,Phoenix,PHOENIX,AZ,84057,33.47486,-112.3857,2026-01-19 10:45:00,2026-01-19 11:15:00,30,T900074,T900074,,completed,2025-11-19 10:41:53,0.183,2026-01-19 10:45:00,2026-01-19,0.331,0.724,57.6,0.4,42.4,0.641,57.6,ml_based,0.8,42.4,-0.14800000000000002,-0.08299999999999996,0.0,0.4,0.0
200000137,Trouble,,Critical,Line repair,Pending,3316 Oak St,Chicago,CHICAGO,IL,91059,41.911346,-87.67184,2026-01-14 11:00:00,2026-01-14 12:00:00,60,T900042,T900034,,completed,2025-11-19 10:41:53,0.48,2026-01-14 11:00:00,2026-01-14,0.601,0.715,58.9,0.5,16.57,0.618,55.2,ml_based,0.75,15.15,-0.121,-0.09699999999999998,-3.6999999999999957,0.25,-1.42
200000138,Order,upgrade,Normal,Equipment upgrade,In Progress,1568 Washington St,Chicago,CHICAGO,IL,48988,41.734745,-87.64017,2026-01-29 13:00:00,2026-01-29 13:30:00,30,T900035,T900041,,completed,2025-11-19 10:41:53,0.31,2026-01-29 13:00:00,2026-01-29,0.288,0.469,56.8,0.857,30.8,0.607,49.1,ml_based,0.286,41.36,0.02200000000000002,0.138,-7.699999999999996,-0.571,10.559999999999999
200000139,Order,install,Normal,Copper ONT installation,Pending,3770 Oak St,New York,NEW YORK,NY,47532,40.90531,-74.13724,2025-12-21 08:00:00,2025-12-21 09:30:00,90,T900006,T900012,,completed,2025-11-19 10:41:53,0.223,2025-12-21 08:00:00,2025-12-21,0.367,0.548,68.7,1.0,19.4,0.591,60.8,ml_based,0.857,33.44,-0.144,0.04299999999999993,-7.900000000000006,-0.14300000000000002,14.04
200000140,Order,install,Normal,Fiber ONT installation,Pending,2799 Main St,Philadelphia,PHILADELPHIA,PA,77114,40.274025,-74.89988,2025-12-14 12:45:00,2025-12-14 14:15:00,90,T900089,T900082,,completed,2025-11-19 10:41:53,0.557,2025-12-14 12:45:00,2025-12-14,0.627,0.57,43.8,0.429,16.8,0.704,60.7,ml_based,0.5,28.98,-0.06999999999999995,0.134,16.900000000000006,0.07100000000000001,12.18
200000141,Trouble,,Critical,Line repair,In Progress,3588 Elm St,San Diego,SAN DIEGO,CA,67187,32.470554,-117.133095,2026-01-07 15:30:00,2026-01-07 17:30:00,120,T900118,T900108,,completed,2025-11-19 10:41:53,0.166,2026-01-07 15:30:00,2026-01-07,0.236,0.477,65.9,1.0,30.32,0.592,73.3,ml_based,0.75,52.83,-0.06999999999999998,0.11499999999999999,7.3999999999999915,-0.25,22.509999999999998
200000142,Order,upgrade,Normal,Equipment upgrade,Pending,9601 Main St,Los Angeles,LOS ANGELES,CA,62734,34.400864,-118.49952,2025-11-17 08:00:00,2025-11-17 09:30:00,90,T900015,T900029,,completed,2025-11-19 10:41:53,0.431,2025-11-17 08:00:00,2025-11-17,0.233,0.57,48.4,0.8,37.26,0.59,56.7,ml_based,0.5,44.54,0.19799999999999998,0.020000000000000018,8.300000000000004,-0.30000000000000004,7.280000000000001
200000143,Trouble,,Critical,Line repair,In Progress,1743 Oak St,Dallas,DALLAS,TX,30077,32.983624,-97.12175,2025-11-24 09:15:00,2025-11-24 09:45:00,30,T900133,T900132,,completed,2025-11-19 10:41:53,0.304,2025-11-24 09:15:00,2025-11-24,0.213,0.615,59.3,0.571,46.53,0.624,70.2,ml_based,0.25,55.54,0.091,0.009000000000000008,10.900000000000006,-0.32099999999999995,9.009999999999998
200000144,Order,install,Normal,Copper ONT installation,In Progress,6603 Main St,Austin,AUSTIN,TX,78400,30.362701,-97.42487,2025-12-28 14:00:00,2025-12-28 14:30:00,30,T900135,T900140,,completed,2025-11-19 10:41:53,0.342,2025-12-28 14:00:00,2025-12-28,0.196,0.56,66.4,0.75,42.01,0.578,63.8,ml_based,0.667,31.59,0.14600000000000002,0.017999999999999905,-2.6000000000000085,-0.08299999999999996,-10.419999999999998
200000145,Order,install,Normal,Fiber ONT installation,In Progress,9898 Oak St,Dallas,DALLAS,TX,41597,32.963924,-97.11342,2026-01-31 09:30:00,2026-01-31 11:30:00,120,T900126,T900131,,completed,2025-11-19 10:41:53,0.181,2026-01-31 09:30:00,2026-01-31,0.335,0.61,77.8,1.0,22.09,0.619,77.8,ml_based,0.714,51.76,-0.15400000000000003,0.009000000000000008,0.0,-0.28600000000000003,29.669999999999998
200000146,Order,install,Normal,Fiber ONT installation,Pending,2119 Oak St,Philadelphia,PHILADELPHIA,PA,86766,39.747375,-75.3428,2026-01-10 12:15:00,2026-01-10 14:15:00,120,T900080,T900087,,completed,2025-11-19 10:41:53,0.313,2026-01-10 12:15:00,2026-01-10,0.525,0.474,56.8,0.0,39.61,0.692,67.5,ml_based,0.333,50.96,-0.21200000000000002,0.21799999999999997,10.700000000000003,0.333,11.350000000000001
200000147,Order,upgrade,Normal,Equipment upgrade,In Progress,747 Washington St,Chicago,CHICAGO,IL,98980,42.00556,-87.35278,2025-12-05 09:00:00,2025-12-05 11:00:00,120,T900039,T900036,,completed,2025-11-19 10:41:53,0.139,2025-12-05 09:00:00,2025-12-05,0.528,0.634,53.0,0.667,17.12,0.604,53.0,ml_based,0.75,46.35,-0.389,-0.030000000000000027,0.0,0.08299999999999996,29.23
200000148,Order,install,Normal,Copper ONT installation,Pending,5552 Oak St,San Antonio,SAN ANTONIO,TX,99427,29.291113,-98.51225,2025-12-19 15:45:00,2025-12-19 17:15:00,90,T900100,T900101,,completed,2025-11-19 10:41:53,0.357,2025-12-19 15:45:00,2025-12-19,0.372,0.384,36.8,0.875,23.15,0.671,51.7,ml_based,0.4,38.29,-0.015000000000000013,0.28700000000000003,14.900000000000006,-0.475,15.14
200000149,Trouble,,Low,Network support,In Progress,8854 Oak St,San Antonio,SAN ANTONIO,TX,36895,29.071934,-98.75588,2026-01-30 12:15:00,2026-01-30 13:45:00,90,T900096,T900095,,completed,2025-11-19 10:41:53,0.521,2026-01-30 12:15:00,2026-01-30,0.4,0.601,63.2,0.0,61.32,0.629,49.3,ml_based,0.571,33.33,0.121,0.028000000000000025,-13.900000000000006,0.571,-27.990000000000002
200000150,Order,install,Normal,Fiber ONT installation,In Progress,9246 Washington St,Philadelphia,PHILADELPHIA,PA,83572,39.61046,-75.50426,2025-11-19 12:45:00,2025-11-19 14:45:00,120,T900081,T900079,,completed,2025-11-19 10:41:53,0.561,2025-11-19 12:45:00,2025-11-19,0.385,0.638,40.1,0.6,31.25,0.686,43.0,ml_based,0.4,37.48,0.17600000000000005,0.04800000000000004,2.8999999999999986,-0.19999999999999996,6.229999999999997
200000151,Order,install,Normal,Copper ONT installation,Pending,2010 Main St,Philadelphia,PHILADELPHIA,PA,32894,40.057865,-75.336716,2025-11-14 10:15:00,2025-11-14 10:45:00,30,T900076,T900082,,completed,2025-11-19 10:41:53,0.451,2025-11-14 10:15:00,2025-11-14,0.304,0.593,55.8,0.6,37.99,0.671,56.8,ml_based,0.625,19.6,0.14700000000000002,0.07800000000000007,1.0,0.025000000000000022,-18.39
200000152,Trouble,,Low,Network support,Pending,6880 Main St,Austin,AUSTIN,TX,60373,30.591305,-97.90779,2026-01-17 12:45:00,2026-01-17 14:15:00,90,T900137,T900148,,completed,2025-11-19 10:41:53,0.57,2026-01-17 12:45:00,2026-01-17,0.302,0.694,83.7,0.25,49.85,0.583,67.8,ml_based,0.8,12.99,0.26799999999999996,-0.11099999999999999,-15.900000000000006,0.55,-36.86
200000153,Trouble,,Low,Network support,In Progress,7046 Main St,Philadelphia,PHILADELPHIA,PA,21756,40.124283,-74.91718,2026-01-01 12:00:00,2026-01-01 13:30:00,90,T900076,T900088,,completed,2025-11-19 10:41:53,0.795,2026-01-01 12:00:00,2026-01-01,0.697,0.452,59.3,0.6,5.21,0.653,53.3,ml_based,0.143,14.02,0.09800000000000009,0.201,-6.0,-0.45699999999999996,8.809999999999999
200000154,Order,install,Normal,Copper ONT installation,Pending,3041 Oak St,Austin,AUSTIN,TX,78318,30.167215,-97.619865,2026-01-24 14:45:00,2026-01-24 16:45:00,120,T900135,T900138,,completed,2025-11-19 10:41:53,0.058,2026-01-24 14:45:00,2026-01-24,0.354,0.56,73.5,0.75,28.81,0.573,59.4,ml_based,1.0,40.82,-0.296,0.0129999999999999,-14.100000000000001,0.25,12.010000000000002
200000155,Trouble,,Low,Network support,In Progress,1164 Elm St,Austin,AUSTIN,TX,62701,30.523443,-97.743195,2026-01-26 10:00:00,2026-01-26 12:00:00,120,T900137,T900141,,completed,2025-11-19 10:41:53,0.323,2026-01-26 10:00:00,2026-01-26,0.488,0.694,72.8,0.25,34.36,0.561,77.7,ml_based,1.0,26.21,-0.16499999999999998,-0.1329999999999999,4.900000000000006,0.75,-8.149999999999999
200000156,Order,upgrade,Normal,Equipment upgrade,In Progress,8322 Main St,Los Angeles,LOS ANGELES,CA,82324,33.71549,-118.4889,2025-12-30 14:30:00,2025-12-30 15:00:00,30,T900019,T900022,,completed,2025-11-19 10:41:53,0.365,2025-12-30 14:30:00,2025-12-30,0.0,0.501,63.1,1.0,53.63,0.584,50.7,ml_based,0.75,40.34,0.365,0.08299999999999996,-12.399999999999999,-0.25,-13.29
200000157,Order,install,Normal,Copper ONT installation,Pending,1129 Main St,Dallas,DALLAS,TX,38946,33.121906,-97.08313,2025-12-11 12:15:00,2025-12-11 13:15:00,60,T900128,T900122,,completed,2025-11-19 10:41:53,0.291,2025-12-11 12:15:00,2025-12-11,0.24,0.645,64.5,0.4,57.3,0.629,56.0,ml_based,0.6,52.62,0.05099999999999999,-0.016000000000000014,-8.5,0.19999999999999996,-4.68
200000158,Trouble,,Critical,Network troubleshooting,In Progress,452 Main St,New York,NEW YORK,NY,21408,40.589268,-74.30397,2025-12-08 15:00:00,2025-12-08 16:30:00,90,T900014,T900014,,completed,2025-11-19 10:41:53,0.435,2025-12-08 15:00:00,2025-12-08,0.416,0.596,58.3,0.714,24.85,0.596,58.3,ml_based,0.714,24.85,0.019000000000000017,0.0,0.0,0.0,0.0
200000159,Trouble,,Low,Network support,Pending,9814 Main St,Los Angeles,LOS ANGELES,CA,98437,34.122177,-118.52371,2026-01-02 09:30:00,2026-01-02 11:00:00,90,T900024,T900026,,completed,2025-11-19 10:41:53,0.268,2026-01-02 09:30:00,2026-01-02,0.252,0.424,51.9,0.75,37.36,0.572,58.4,ml_based,0.625,40.86,0.016000000000000014,0.14799999999999996,6.5,-0.125,3.5
200000160,Order,install,Normal,Fiber ONT installation,Pending,6641 Elm St,Philadelphia,PHILADELPHIA,PA,58550,40.30118,-75.27619,2025-12-28 09:00:00,2025-12-28 10:30:00,90,T900081,T900083,,completed,2025-11-19 10:41:53,0.386,2025-12-28 09:00:00,2025-12-28,0.16,0.638,55.7,0.6,50.59,0.655,62.5,ml_based,0.286,54.34,0.226,0.017000000000000015,6.799999999999997,-0.314,3.75
200000161,Order,install,Normal,Fiber ONT installation,In Progress,1099 Oak St,Los Angeles,LOS ANGELES,CA,78931,34.184612,-118.076614,2025-12-09 08:30:00,2025-12-09 10:00:00,90,T900023,T900017,,completed,2025-11-19 10:41:53,0.341,2025-12-09 08:30:00,2025-12-09,0.345,0.534,64.0,0.8,27.88,0.565,60.4,ml_based,1.0,21.21,-0.003999999999999948,0.030999999999999917,-3.6000000000000014,0.19999999999999996,-6.669999999999998
200000162,Order,install,Normal,Copper ONT installation,In Progress,8928 Main St,San Diego,SAN DIEGO,CA,12871,32.595776,-117.031845,2025-11-18 13:15:00,2025-11-18 13:45:00,30,T900106,T900111,,completed,2025-11-19 10:41:53,0.302,2025-11-18 13:15:00,2025-11-18,0.389,0.462,67.8,1.0,17.61,0.573,59.2,ml_based,1.0,23.91,-0.08700000000000002,0.11099999999999993,-8.599999999999994,0.0,6.300000000000001
200000163,Trouble,,Critical,Network troubleshooting,In Progress,1289 Oak St,Houston,HOUSTON,TX,54909,29.40068,-95.14723,2026-01-25 14:15:00,2026-01-25 15:15:00,60,T900052,T900057,,completed,2025-11-19 10:41:53,0.171,2026-01-25 14:15:00,2026-01-25,0.057,0.547,62.8,0.857,70.47,0.628,73.4,ml_based,0.857,51.3,0.11400000000000002,0.08099999999999996,10.600000000000009,0.0,-19.17
200000164,Trouble,,Critical,Line repair,In Progress,2857 Elm St,San Diego,SAN DIEGO,CA,70580,32.783768,-116.890335,2025-11-17 10:45:00,2025-11-17 11:15:00,30,T900118,T900115,,completed,2025-11-19 10:41:53,0.643,2025-11-17 10:45:00,2025-11-17,0.22,0.477,61.9,1.0,31.66,0.586,68.3,ml_based,0.875,4.85,0.42300000000000004,0.10899999999999999,6.399999999999999,-0.125,-26.810000000000002
200000165,Order,install,Normal,Fiber ONT installation,Pending,7359 Elm St,San Diego,SAN DIEGO,CA,40235,32.428936,-116.828606,2026-01-23 09:45:00,2026-01-23 10:45:00,60,T900119,T900119,,completed,2025-11-19 10:41:53,0.15,2026-01-23 09:45:00,2026-01-23,0.171,0.626,74.0,0.571,65.36,0.599,74.0,ml_based,0.714,65.36,-0.02100000000000002,-0.027000000000000024,0.0,0.14300000000000002,0.0
200000166,Order,install,Normal,Fiber ONT installation,In Progress,7868 Elm St,Philadelphia,PHILADELPHIA,PA,82174,39.64184,-75.22702,2025-11-14 12:15:00,2025-11-14 14:15:00,120,T900086,T900087,,completed,2025-11-19 10:41:53,0.208,2025-11-14 12:15:00,2025-11-14,0.327,0.615,56.0,0.375,43.56,0.661,49.7,ml_based,0.5,63.75,-0.11900000000000002,0.04600000000000004,-6.299999999999997,0.125,20.189999999999998
200000167,Trouble,,Critical,Network troubleshooting,Pending,8356 Main St,Austin,AUSTIN,TX,47636,30.21232,-97.96486,2025-12-04 13:45:00,2025-12-04 15:15:00,90,T900142,T900145,,completed,2025-11-19 10:41:53,0.287,2025-12-04 13:45:00,2025-12-04,0.0,0.453,65.8,1.0,52.38,0.573,61.4,ml_based,0.75,36.08,0.287,0.11999999999999994,-4.399999999999999,-0.25,-16.300000000000004
200000168,Order,install,Normal,Copper ONT installation,In Progress,3773 Main St,Los Angeles,LOS ANGELES,CA,79651,33.79589,-118.41144,2025-12-07 14:45:00,2025-12-07 15:15:00,30,T900021,T900015,,completed,2025-11-19 10:41:53,0.414,2025-12-07 14:45:00,2025-12-07,0.106,0.536,42.6,1.0,41.21,0.588,50.3,ml_based,0.8,30.63,0.308,0.051999999999999935,7.699999999999996,-0.19999999999999996,-10.580000000000002
200000169,Order,upgrade,Normal,Equipment upgrade,In Progress,3821 Main St,Dallas,DALLAS,TX,74804,32.73471,-96.94433,2025-11-19 16:00:00,2025-11-19 17:00:00,60,T900128,T900128,,completed,2025-11-19 10:41:53,0.332,2025-11-19 16:00:00,2025-11-19,0.495,0.636,52.4,0.4,28.79,0.6,52.4,ml_based,0.6,28.79,-0.16299999999999998,-0.03600000000000003,0.0,0.19999999999999996,0.0
200000170,Trouble,,Critical,Network troubleshooting,Pending,6569 Elm St,Houston,HOUSTON,TX,88062,29.662277,-95.34294,2025-11-13 15:15:00,2025-11-13 16:45:00,90,T900058,T900054,,completed,2025-11-19 10:41:53,0.18,2025-11-13 15:15:00,2025-11-13,0.314,0.61,61.6,0.714,33.32,0.625,66.7,ml_based,0.75,28.84,-0.134,0.015000000000000013,5.100000000000001,0.03600000000000003,-4.48
200000171,Trouble,,Critical,Network troubleshooting,In Progress,7162 Main St,Chicago,CHICAGO,IL,65551,41.6659,-87.875465,2026-01-21 16:30:00,2026-01-21 17:00:00,30,T900034,T900033,,completed,2025-11-19 10:41:53,0.535,2026-01-21 16:30:00,2026-01-21,0.417,0.736,52.4,0.125,44.46,0.611,52.3,ml_based,0.5,27.02,0.11800000000000005,-0.125,-0.10000000000000142,0.375,-17.44
200000172,Trouble,,Critical,Network troubleshooting,Pending,1023 Oak St,Austin,AUSTIN,TX,19180,30.418827,-97.963905,2026-01-24 11:30:00,2026-01-24 12:00:00,30,T900138,T900139,,completed,2025-11-19 10:41:53,0.275,2026-01-24 11:30:00,2026-01-24,0.859,0.735,64.1,0.0,11.79,0.557,66.7,ml_based,0.75,41.87,-0.584,-0.17799999999999994,2.6000000000000085,0.75,30.08
200000173,Trouble,,Critical,Line repair,Pending,9512 Main St,Dallas,DALLAS,TX,28473,33.09273,-96.463455,2026-01-18 09:00:00,2026-01-18 09:30:00,30,T900133,T900133,,completed,2025-11-19 10:41:53,0.466,2026-01-18 09:00:00,2026-01-18,0.328,0.615,56.9,0.571,36.98,0.615,56.9,ml_based,0.571,36.98,0.138,0.0,0.0,0.0,0.0
200000174,Order,upgrade,Normal,Equipment upgrade,Pending,3324 Oak St,Los Angeles,LOS ANGELES,CA,30103,33.779037,-118.3175,2025-12-10 14:45:00,2025-12-10 16:45:00,120,T900028,T900025,,completed,2025-11-19 10:41:53,0.638,2025-12-10 14:45:00,2025-12-10,0.425,0.502,51.4,1.0,14.56,0.58,50.5,ml_based,0.75,9.04,0.21300000000000002,0.07799999999999996,-0.8999999999999986,-0.25,-5.520000000000001
200000175,Order,upgrade,Normal,Equipment upgrade,In Progress,5889 Main St,Los Angeles,LOS ANGELES,CA,27668,34.056976,-117.93,2026-01-08 12:45:00,2026-01-08 13:45:00,60,T900028,T900016,,completed,2025-11-19 10:41:53,0.621,2026-01-08 12:45:00,2026-01-08,0.0,0.502,59.4,1.0,51.68,0.571,93.4,ml_based,0.429,17.88,0.621,0.06899999999999995,34.00000000000001,-0.571,-33.8
200000176,Order,install,Normal,Copper ONT installation,Pending,4161 Elm St,Los Angeles,LOS ANGELES,CA,35117,34.069923,-118.32995,2026-01-05 16:00:00,2026-01-05 16:30:00,30,T900021,T900016,,completed,2025-11-19 10:41:53,0.171,2026-01-05 16:00:00,2026-01-05,0.28,0.536,57.4,1.0,26.65,0.564,92.3,ml_based,0.571,35.71,-0.10900000000000001,0.027999999999999914,34.9,-0.42900000000000005,9.060000000000002
200000177,Order,install,Normal,Copper ONT installation,Pending,6064 Elm St,Austin,AUSTIN,TX,93545,29.98796,-97.788345,2025-12-27 08:30:00,2025-12-27 10:00:00,90,T900147,T900140,,completed,2025-11-19 10:41:53,0.436,2025-12-27 08:30:00,2025-12-27,0.0,0.447,77.9,1.0,59.25,0.547,71.2,ml_based,0.833,22.81,0.436,0.10000000000000003,-6.700000000000003,-0.16700000000000004,-36.44
200000178,Order,install,Normal,Copper ONT installation,Pending,1856 Washington St,New York,NEW YORK,NY,26821,40.352516,-74.261795,2025-11-22 11:45:00,2025-11-22 13:15:00,90,T900005,T900005,,completed,2025-11-19 10:41:53,0.429,2025-11-22 11:45:00,2025-11-22,0.419,0.65,44.2,0.5,31.75,0.587,44.2,ml_based,0.833,31.75,0.010000000000000009,-0.06300000000000006,0.0,0.33299999999999996,0.0
200000179,Order,install,Normal,Fiber ONT installation,Pending,6049 Washington St,San Antonio,SAN ANTONIO,TX,20075,29.199684,-98.60442,2025-12-04 16:00:00,2025-12-04 18:00:00,120,T900094,T900090,,completed,2025-11-19 10:41:53,0.576,2025-12-04 16:00:00,2025-12-04,0.3,0.624,55.0,0.25,60.5,0.674,57.7,ml_based,0.0,42.71,0.27599999999999997,0.050000000000000044,2.700000000000003,-0.25,-17.79
200000180,Order,install,Normal,Copper ONT installation,In Progress,893 Oak St,Philadelphia,PHILADELPHIA,PA,20096,39.85535,-75.34805,2025-12-09 11:15:00,2025-12-09 12:45:00,90,T900076,T900084,,completed,2025-11-19 10:41:53,0.425,2025-12-09 11:15:00,2025-12-09,0.16,0.593,58.4,0.6,50.91,0.648,40.2,ml_based,0.5,32.23,0.265,0.05500000000000005,-18.199999999999996,-0.09999999999999998,-18.68
200000181,Trouble,,Low,Network support,Pending,1992 Main St,Dallas,DALLAS,TX,92562,33.093113,-96.94555,2025-12-06 13:15:00,2025-12-06 14:45:00,90,T900133,T900122,,completed,2025-11-19 10:41:53,0.258,2025-12-06 13:15:00,2025-12-06,0.282,0.541,44.1,0.571,40.83,0.594,45.7,ml_based,0.8,43.34,-0.023999999999999966,0.052999999999999936,1.6000000000000014,0.2290000000000001,2.510000000000005
200000182,Order,upgrade,Normal,Equipment upgrade,In Progress,4995 Main St,Los Angeles,LOS ANGELES,CA,92032,33.81437,-118.44022,2025-12-02 08:00:00,2025-12-02 10:00:00,120,T900015,T900029,,completed,2025-11-19 10:41:53,0.307,2025-12-02 08:00:00,2025-12-02,0.337,0.571,45.3,0.8,28.55,0.561,50.6,ml_based,0.667,46.49,-0.030000000000000027,-0.009999999999999898,5.300000000000004,-0.133,17.94
200000183,Trouble,,Critical,Network troubleshooting,In Progress,7150 Oak St,New York,NEW YORK,NY,80047,40.734135,-73.676216,2025-11-13 12:30:00,2025-11-13 13:00:00,30,T900014,T900001,,completed,2025-11-19 10:41:53,0.057,2025-11-13 12:30:00,2025-11-13,0.178,0.596,69.1,0.714,44.68,0.59,67.0,ml_based,0.857,54.83,-0.121,-0.006000000000000005,-2.0999999999999943,0.14300000000000002,10.149999999999999
200000184,Order,install,Normal,Copper ONT installation,In Progress,2155 Main St,Chicago,CHICAGO,IL,36621,41.57572,-87.60395,2025-12-16 16:15:00,2025-12-16 17:15:00,60,T900043,T900039,,completed,2025-11-19 10:41:53,0.067,2025-12-16 16:15:00,2025-12-16,0.484,0.554,39.7,1.0,9.67,0.6,62.0,ml_based,0.833,62.49,-0.417,0.04599999999999993,22.299999999999997,-0.16700000000000004,52.82
200000185,Order,install,Normal,Fiber ONT installation,Pending,8660 Elm St,Phoenix,PHOENIX,AZ,45834,33.13311,-112.263145,2026-01-24 15:45:00,2026-01-24 17:15:00,90,T900067,T900065,,completed,2025-11-19 10:41:53,0.362,2026-01-24 15:45:00,2026-01-24,0.15,0.585,70.9,0.625,55.83,0.61,69.3,ml_based,0.714,36.05,0.212,0.025000000000000022,-1.6000000000000085,0.08899999999999997,-19.78
200000186,Trouble,,Low,Network support,In Progress,2758 Elm St,San Antonio,SAN ANTONIO,TX,61552,29.581448,-98.3657,2025-11-28 14:15:00,2025-11-28 15:45:00,90,T900090,T900099,,completed,2025-11-19 10:41:53,0.635,2025-11-28 14:15:00,2025-11-28,0.826,0.557,38.6,0.0,14.49,0.657,49.0,ml_based,0.167,22.45,-0.19099999999999995,0.09999999999999998,10.399999999999999,0.167,7.959999999999999
200000187,Order,install,Normal,Copper ONT installation,In Progress,5247 Oak St,Los Angeles,LOS ANGELES,CA,34906,33.89998,-118.59833,2026-01-30 10:30:00,2026-01-30 12:00:00,90,T900018,T900024,,completed,2025-11-19 10:41:53,0.451,2026-01-30 10:30:00,2026-01-30,0.335,0.763,82.4,0.25,47.04,0.557,58.0,ml_based,0.75,31.32,0.11599999999999999,-0.20599999999999996,-24.400000000000006,0.5,-15.719999999999999
200000188,Order,install,Normal,Fiber ONT installation,In Progress,442 Oak St,Los Angeles,LOS ANGELES,CA,34957,34.16957,-118.59543,2025-12-26 15:30:00,2025-12-26 16:00:00,30,T900018,T900015,,completed,2025-11-19 10:41:53,0.454,2025-12-26 15:30:00,2025-12-26,0.3,0.753,72.3,0.25,61.7,0.554,53.3,ml_based,1.0,18.88,0.15400000000000003,-0.19899999999999995,-19.0,0.75,-42.82000000000001
200000189,Trouble,,Critical,Line repair,In Progress,771 Washington St,San Antonio,SAN ANTONIO,TX,10321,29.120918,-98.82014,2025-11-20 09:45:00,2025-11-20 10:15:00,30,T900096,T900096,,completed,2025-11-19 10:41:53,0.534,2025-11-20 09:45:00,2025-11-20,0.4,0.661,61.9,0.0,61.25,0.661,61.9,ml_based,0.0,61.25,0.134,0.0,0.0,0.0,0.0
200000190,Trouble,,Critical,Line repair,In Progress,1757 Elm St,Chicago,CHICAGO,IL,79784,42.173725,-87.777596,2025-12-21 15:30:00,2025-12-21 17:00:00,90,T900043,T900032,,completed,2025-11-19 10:41:53,0.392,2025-12-21 15:30:00,2025-12-21,0.0,0.543,54.7,1.0,58.38,0.61,46.5,ml_based,0.2,62.06,0.392,0.06699999999999995,-8.200000000000003,-0.8,3.6799999999999997
200000191,Order,install,Normal,Copper ONT installation,In Progress,4390 Elm St,Phoenix,PHOENIX,AZ,34367,33.316257,-111.90534,2026-01-25 12:15:00,2026-01-25 12:45:00,30,T900067,T900074,,completed,2025-11-19 10:41:53,0.533,2026-01-25 12:15:00,2026-01-25,0.151,0.595,73.0,0.625,49.88,0.598,65.6,ml_based,1.0,5.56,0.382,0.0030000000000000027,-7.400000000000006,0.375,-44.32
200000192,Order,install,Normal,Fiber ONT installation,Pending,5333 Main St,Phoenix,PHOENIX,AZ,65863,33.285347,-112.423454,2026-01-28 12:45:00,2026-01-28 14:15:00,90,T900065,T900061,,completed,2025-11-19 10:41:53,0.43,2026-01-28 12:45:00,2026-01-28,0.405,0.61,50.7,0.714,25.79,0.601,47.8,ml_based,0.5,38.18,0.024999999999999967,-0.009000000000000008,-2.9000000000000057,-0.21399999999999997,12.39
